rodada,data,hora,local,casa,fora,gols_casa,gols_fora
32,30/10/2011,16:00,São Januário - Rio de Janeiro,Vasco,São Paulo,0,0
32,30/10/2011,16:00,Olímpico Monumental - Porto Alegre,Grêmio,Flamengo,4,2
32,30/10/2011,16:00,Orlando Scarpelli - Florianópolis,Figueirense,Bahia,2,1
32,30/10/2011,18:00,Arena do Jacaré - Sete Lagoas,Atlético-MG,Palmeiras,2,1
32,30/10/2011,18:00,Couto Pereira - Curitiba,Coritiba,América-MG,3,1
32,30/10/2011,18:00,Serra Dourada - Goiânia,Atlético-GO,Internacional,0,1
33,05/11/2011,19:00,Engenhão - Rio De Janeiro,Botafogo,Figueirense,0,1
33,05/11/2011,19:00,Arena do Jacaré - Sete Lagoas,Atlético-MG,Grêmio,2,0
33,05/11/2011,19:00,Pituaçu - Salvador,Bahia,São Paulo,4,3
33,06/11/2011,17:00,Vila Belmiro - Santos,Santos,Vasco,2,0
33,06/11/2011,17:00,Engenhão - Rio De Janeiro,Flamengo,Cruzeiro,5,1
33,06/11/2011,17:00,Ressacada - Florianópolis,Avaí,Ceará,1,2
33,06/11/2011,17:00,João Havelange (MG) - Uberlândia,América-MG,Corinthians,2,1
33,06/11/2011,19:00,Arena Barueri - Barueri,Palmeiras,Coritiba,0,2
33,06/11/2011,19:00,Beira-Rio - Porto Alegre,Internacional,Fluminense,1,2
33,06/11/2011,19:00,Arena da Baixada - Curitiba,Atlético-PR,Atlético-GO,2,1
34,12/11/2011,19:00,Morumbi - São Paulo,São Paulo,Avaí,2,0
34,12/11/2011,19:00,Engenhão - Rio De Janeiro,Fluminense,América-MG,1,2
34,12/11/2011,19:00,Orlando Scarpelli - Florianópolis,Figueirense,Atlético-MG,2,1
34,13/11/2011,17:00,Pacaembu - São Paulo,Corinthians,Atlético-PR,2,1
34,13/11/2011,17:00,Presidente Vargas - Fortaleza,Ceará,Santos,2,3
34,13/11/2011,17:00,Couto Pereira - Curitiba,Coritiba,Flamengo,2,0
34,13/11/2011,17:00,Olímpico Monumental - Porto Alegre,Grêmio,Palmeiras,2,2
34,13/11/2011,19:00,Engenhão - Rio de Janeiro,Vasco,Botafogo,2,0
34,13/11/2011,19:00,Arena do Jacaré - Sete Lagoas,Cruzeiro,Internacional,1,0
34,13/11/2011,19:00,Serra Dourada - Goiânia,Atlético-GO,Bahia,0,1
35,16/11/2011,20:30,Engenhão - Rio De Janeiro,Fluminense,Grêmio,5,4
35,16/11/2011,20:30,Beira-Rio - Porto Alegre,Internacional,Bahia,1,0
35,16/11/2011,20:30,Arena da Baixada - Curitiba,Atlético-PR,São Paulo,1,0
35,16/11/2011,20:30,Arena do Jacaré - Sete Lagoas,América-MG,Botafogo,2,1
35,16/11/2011,21:50,Pacaembu - São Paulo,Palmeiras,Vasco,1,1
35,16/11/2011,21:50,Ressacada - Florianópolis,Avaí,Cruzeiro,0,0
35,16/11/2011,21:50,Presidente Vargas - Fortaleza,Ceará,Corinthians,0,1
35,17/11/2011,20:30,Pacaembu - São Paulo,Santos,Atlético-GO,1,1
35,17/11/2011,20:30,Engenhão - Rio De Janeiro,Flamengo,Figueirense,0,0
35,17/11/2011,20:30,Arena do Jacaré - Sete Lagoas,Atlético-MG,Coritiba,2,1
36,19/11/2011,19:00,Morumbi - São Paulo,São Paulo,América-MG,3,1
36,19/11/2011,19:00,São Januário - Rio De Janeiro,Vasco,Avaí,2,0
36,19/11/2011,19:00,Olímpico Monumental - Porto Alegre,Grêmio,Ceará,1,3
36,20/11/2011,17:00,Pacaembu - São Paulo,Corinthians,Atlético-MG,2,1
36,20/11/2011,17:00,Engenhão - Rio De Janeiro,Botafogo,Internacional,1,2
36,20/11/2011,17:00,Arena do Jacaré - Sete Lagoas,Cruzeiro,Atlético-PR,1,1
36,20/11/2011,17:00,Serra Dourada - Goiânia,Atlético-GO,Flamengo,0,0
36,20/11/2011,19:00,Orlando Scarpelli - Florianópolis,Figueirense,Fluminense,0,4
36,20/11/2011,19:00,Couto Pereira - Curitiba,Coritiba,Santos,1,0
36,20/11/2011,19:00,Pituaçu - Salvador,Bahia,Palmeiras,0,2
37,27/11/2011,17:00,Pacaembu - São Paulo,Palmeiras,São Paulo,1,0
37,27/11/2011,17:00,Vila Belmiro - Santos,Santos,Bahia,1,1
37,27/11/2011,17:00,Cláudio Moacir Azevedo - Macaé,Flamengo,Internacional,1,0
37,27/11/2011,17:00,Engenhão - Rio De Janeiro,Fluminense,Vasco,1,2
37,27/11/2011,17:00,Olímpico Monumental - Porto Alegre,Grêmio,Atlético-GO,2,2
37,27/11/2011,17:00,Arena do Jacaré - Sete Lagoas,Atlético-MG,Botafogo,4,0
37,27/11/2011,17:00,Orlando Scarpelli - Florianópolis,Figueirense,Corinthians,0,1
37,27/11/2011,17:00,Couto Pereira - Curitiba,Coritiba,Avaí,1,0
37,27/11/2011,17:00,João Havelange (MG) - Uberlândia,América-MG,Atlético-PR,2,1
37,27/11/2011,17:00,Presidente Vargas - Fortaleza,Ceará,Cruzeiro,2,2
38,04/12/2011,17:00,Pacaembu - São Paulo,Corinthians,Palmeiras,0,0
38,04/12/2011,17:00,Romildão - Mogi Mirim,São Paulo,Santos,4,1
38,04/12/2011,17:00,Beira-Rio - Porto Alegre,Internacional,Grêmio,1,0
38,04/12/2011,17:00,Arena do Jacaré - Sete Lagoas,Cruzeiro,Atlético-MG,6,1
38,04/12/2011,17:00,Serra Dourada - Goiânia,Atlético-GO,América-MG,5,1
38,04/12/2011,17:00,Arena da Baixada - Curitiba,Atlético-PR,Coritiba,1,0
38,04/12/2011,17:00,Pituaçu - Salvador,Bahia,Ceará,2,1
38,04/12/2011,17:00,Ressacada - Florianópolis,Avaí,Figueirense,1,1
38,04/12/2011,17:00,Raulino de Oliveira - Volta Redonda,Botafogo,Fluminense,1,1
38,04/12/2011,17:00,Engenhão - Rio de Janeiro,Vasco,Flamengo,1,1
